іъ¬л,Љт≥∆,»’∆Џ,«∞ ’≈ћЉџ(‘™),њ™≈ћЉџ(‘™),„оЄяЉџ(‘™),„оµЌЉџ(‘™), ’≈ћЉџ(‘™),≥…љїЅњ(є…),≥…љїљрґо(‘™),’«µш(‘™),’«µшЈщ(%),ЊщЉџ(‘™),її ÷¬ (%),Aє…ЅчЌ® –÷µ(‘™),Bє…ЅчЌ® –÷µ(‘™),„№ –÷µ(‘™),Aє…ЅчЌ®є…±Њ(є…),Bє…ЅчЌ®є…±Њ(є…),„№є…±Њ(є…), –”ѓ¬ , –Њї¬ , –ѕъ¬ , –ѕ÷¬ ,
603993.SH,¬е—фов“µ,2023-03-24,5.7552,5.7454,5.834,5.7158,5.8045,108976506,640792075,0.0493,0.8562,5.8801,0.6169,104051400513.87,N/A,127219527033.87,17665772583,0,21599240583,20.9693,2.5093,0.7354,14.7026,
603993.SH,¬е—фов“µ,2023-03-27,5.8045,5.8242,5.8636,5.7454,5.834,94352810,556540888,0.0296,0.5093,5.8985,0.5341,104581373691.36,N/A,127867504251.36,17665772583,0,21599240583,21.0761,2.5221,0.7392,14.7775,
603993.SH,¬е—фов“µ,2023-03-28,5.834,5.8242,5.9129,5.7749,5.8045,85314188,505078155,-0.0296,-0.5068,5.9202,0.4829,104051400513.87,N/A,127219527033.87,17665772583,0,21599240583,20.9693,2.5093,0.7354,14.7026,
603993.SH,¬е—фов“µ,2023-03-29,5.8045,5.8045,5.8833,5.8045,5.8439,74231566,440328672,0.0394,0.6791,5.9318,0.4202,104758031417.19,N/A,128083496657.19,17665772583,0,21599240583,21.1117,2.5264,0.7404,14.8025,
603993.SH,¬е—фов“µ,2023-03-30,5.8439,5.8538,5.8636,5.7355,5.8439,79507101,467302721,0,0,5.8775,0.4501,104758031417.19,N/A,128083496657.19,17665772583,0,21599240583,21.1117,2.5264,0.7404,14.8025,
603993.SH,¬е—фов“µ,2023-03-31,5.8439,5.8439,5.972,5.8242,5.903,120373801,722668436,0.0591,1.0118,6.0035,0.6814,105817977772.17,N/A,129379451092.17,17665772583,0,21599240583,21.3253,2.5519,0.7479,14.9522,
603993.SH,¬е—фов“µ,2023-04-03,5.903,5.903,5.9129,5.7552,5.8242,143878399,849731322,-0.0788,-1.3356,5.9059,0.8144,104404715965.53,N/A,127651511845.53,17665772583,0,21599240583,21.0405,2.5179,0.7379,14.7525,
603993.SH,¬е—фов“µ,2023-04-04,5.8242,5.8045,5.8636,5.7651,5.8538,95067459,561713760,0.0296,0.5076,5.9086,0.5381,104934689143.02,N/A,128299489063.02,17665772583,0,21599240583,21.1473,2.5306,0.7417,14.8274,
603993.SH,¬е—фов“µ,2023-04-06,5.8538,5.8538,5.8932,5.7848,5.8833,91654776,543163012,0.0296,0.5051,5.9262,0.5188,105464662320.51,N/A,128947466280.51,17665772583,0,21599240583,21.2541,2.5434,0.7454,14.9023,
603993.SH,¬е—фов“µ,2023-04-07,5.8833,5.8833,6.0016,5.7749,5.8045,121177645,724766072,-0.0788,-1.34,5.981,0.6859,104051400513.87,N/A,127219527033.87,17665772583,0,21599240583,20.9693,2.5093,0.7354,14.7026,
603993.SH,¬е—фов“µ,2023-04-10,5.8045,5.8242,5.9424,5.8045,5.8636,110168553,656994742,0.0591,1.0187,5.9635,0.6236,105111346868.85,N/A,128515481468.85,17665772583,0,21599240583,21.1829,2.5349,0.7429,14.8524,
603993.SH,¬е—фов“µ,2023-04-11,5.8636,5.8833,6.0607,5.834,6.0311,202471670,1227536769,0.1675,2.8571,6.0628,1.1461,108114528207.96,N/A,132187352367.96,17665772583,0,21599240583,21.7881,2.6073,0.7641,15.2767,
603993.SH,¬е—фов“µ,2023-04-12,6.0311,6.0607,6.1494,6.0213,6.0804,137231971,847600217,0.0493,0.817,6.1764,0.7768,108997816837.11,N/A,133267314397.11,17665772583,0,21599240583,21.9661,2.6286,0.7704,15.4015,
603993.SH,¬е—фов“µ,2023-04-13,6.0804,6.0804,6.1494,6.0114,6.0607,107268534,661835504,-0.0197,-0.3241,6.1699,0.6072,108644501385.45,N/A,132835329585.45,17665772583,0,21599240583,21.8949,2.6201,0.7679,15.3516,
603993.SH,¬е—фов“µ,2023-04-14,6.0607,6.1297,6.3268,6.1198,6.3169,236915899,1499521635,0.2562,4.2276,6.3293,1.3411,113237602257.03,N/A,138451132137.03,17665772583,0,21599240583,22.8206,2.7309,0.8003,16.0006,
603993.SH,¬е—фов“µ,2023-04-17,6.3169,6.2677,6.3169,6.1001,6.2578,219562274,1387405218,-0.0591,-0.936,6.319,1.2429,112177655902.05,N/A,137155177702.05,17665772583,0,21599240583,22.607,2.7053,0.7928,15.8509,
603993.SH,¬е—фов“µ,2023-04-18,6.2578,6.2184,6.2972,6.1395,6.2381,110708512,699544574,-0.0197,-0.315,6.3188,0.6267,111824340450.39,N/A,136723192890.39,17665772583,0,21599240583,22.5357,2.6968,0.7903,15.8009,
603993.SH,¬е—фов“µ,2023-04-19,6.2381,6.7013,6.8589,6.652,6.8195,512130665,3544655325,0.5814,9.3207,6.9214,2.899,122247146274.36,N/A,149466744834.36,17665772583,0,21599240583,24.6362,2.9481,0.864,17.2737,
603993.SH,¬е—фов“µ,2023-04-20,6.8195,6.8097,6.8392,6.5239,6.6126,287381246,1933725293,-0.207,-3.0347,6.7288,1.6268,118537334031.93,N/A,144930904311.93,17665772583,0,21599240583,23.8886,2.8587,0.8378,16.7495,
603993.SH,¬е—фов“µ,2023-04-21,6.6126,6.6816,6.721,6.4845,6.4943,143645777,959305940,-0.1183,-1.7884,6.6783,0.8131,116417441321.97,N/A,142338995441.97,17665772583,0,21599240583,23.4614,2.8076,0.8228,16.4499,
603993.SH,¬е—фов“µ,2023-04-24,6.4943,6.4746,6.4845,6.11,6.1691,234596619,1486502366,-0.3252,-5.0076,6.3364,1.328,110587736369.58,N/A,135211246049.58,17665772583,0,21599240583,22.2865,2.667,0.7816,15.6262,
603993.SH,¬е—фов“µ,2023-04-25,6.1691,6.2184,6.2775,5.9917,6.0903,147623697,913628201,-0.0788,-1.278,6.1889,0.8356,109174474562.94,N/A,133483306802.94,17665772583,0,21599240583,22.0017,2.6329,0.7716,15.4265,
603993.SH,¬е—фов“µ,2023-04-26,6.0903,6.0213,6.0804,5.9129,5.9819,151302639,918507617,-0.1084,-1.7799,6.0707,0.8565,107231239578.81,N/A,131107390338.81,17665772583,0,21599240583,21.6101,2.586,0.7579,15.1519,
603993.SH,¬е—фов“µ,2023-04-27,5.9819,5.9326,5.9424,5.7355,5.8045,175998704,1037982742,-0.1774,-2.9654,5.8977,0.9963,104051400513.87,N/A,127219527033.87,17665772583,0,21599240583,20.9693,2.5093,0.7354,14.7026,
603993.SH,¬е—фов“µ,2023-04-28,5.8045,5.834,5.9622,5.8242,5.8735,170164300,1017351700,0.069,1.1885,5.9786,0.9632,105288004594.68,N/A,128731473874.68,17665772583,0,21599240583,21.2185,2.5392,0.7442,14.8773,
603993.SH,¬е—фов“µ,2023-05-04,5.8735,5.7946,5.7946,5.5778,5.6172,280601112,1615064786,-0.2562,-4.3624,5.7557,1.5884,100694903723.1,N/A,123115671323.1,17665772583,0,21599240583,26.8109,2.4733,0.7117,14.2283,
603993.SH,¬е—фов“µ,2023-05-05,5.6172,5.6271,5.7158,5.5088,5.5384,164903822,932505899,-0.0788,-1.4035,5.6548,0.9335,99281641916.46,N/A,121387732076.46,17665772583,0,21599240583,26.4346,2.4386,0.7017,14.0286,
603993.SH,¬е—фов“µ,2023-05-08,5.5384,5.6172,5.9326,5.5975,5.7651,215692247,1269828548,0.2267,4.0925,5.8872,1.221,103344769610.55,N/A,126355557410.55,17665772583,0,21599240583,27.5164,2.5384,0.7304,14.6028,
603993.SH,¬е—фов“µ,2023-05-09,5.7651,5.7749,5.9523,5.7552,5.7749,167395708,994217889,0.0099,0.1709,5.9393,0.9476,103521427336.38,N/A,126571549816.38,17665772583,0,21599240583,27.5635,2.5427,0.7317,14.6277,
603993.SH,¬е—фов“µ,2023-05-10,5.7749,5.7651,5.834,5.6961,5.7256,106391329,619646902,-0.0493,-0.8532,5.8242,0.6022,102638138707.23,N/A,125491587787.23,17665772583,0,21599240583,27.3283,2.521,0.7254,14.5029,
603993.SH,¬е—фов“µ,2023-05-11,5.7256,5.7059,5.7256,5.5483,5.5778,143391045,815941930,-0.1478,-2.5818,5.6903,0.8117,99988272819.78,N/A,122251701699.78,17665772583,0,21599240583,26.6227,2.4559,0.7067,14.1285,
603993.SH,¬е—фов“µ,2023-05-12,5.5778,5.4891,5.499,5.1836,5.223,285850413,1533634781,-0.3548,-6.3604,5.3652,1.6181,93628594689.9,N/A,114475975089.9,17665772583,0,21599240583,24.9294,2.2997,0.6617,13.2298,
603993.SH,¬е—фов“µ,2023-05-15,5.223,5.2132,5.4103,5.2132,5.3807,115223010,620676869,0.1577,3.0189,5.3867,0.6522,96455118303.18,N/A,117931853583.18,17665772583,0,21599240583,25.682,2.3691,0.6817,13.6292,
603993.SH,¬е—фов“µ,2023-05-16,5.3807,5.3807,5.4103,5.3216,5.3413,69270071,377034071,-0.0394,-0.7326,5.443,0.3921,95748487399.86,N/A,117067883959.86,17665772583,0,21599240583,25.4938,2.3518,0.6767,13.5294,
603993.SH,¬е—фов“µ,2023-05-17,5.3413,5.2723,5.3315,5.2329,5.2723,84996568,454786853,-0.069,-1.2915,5.3506,0.4811,94511883319.05,N/A,115555937119.05,17665772583,0,21599240583,25.1646,2.3214,0.668,13.3547,
603993.SH,¬е—фов“µ,2023-05-18,5.2723,5.361,5.4103,5.292,5.3216,74783152,406429341,0.0493,0.9346,5.4348,0.4233,95395171948.2,N/A,116635899148.2,17665772583,0,21599240583,25.3998,2.3431,0.6742,13.4795,
603993.SH,¬е—фов“µ,2023-05-19,5.3216,5.2723,5.292,5.2132,5.2625,70738398,376595437,-0.0591,-1.1111,5.3238,0.4004,94335225593.22,N/A,115339944713.22,17665772583,0,21599240583,25.1176,2.3171,0.6667,13.3297,
603993.SH,¬е—фов“µ,2023-05-22,5.2625,5.2625,5.3019,5.223,5.2723,59397402,317008688,0.0099,0.1873,5.3371,0.3362,94511883319.05,N/A,115555937119.05,17665772583,0,21599240583,25.1646,2.3214,0.668,13.3547,
603993.SH,¬е—фов“µ,2023-05-23,5.2723,5.2526,5.2723,5.1639,5.1639,78371807,413507833,-0.1084,-2.0561,5.2762,0.4436,92568648334.92,N/A,113180020654.92,17665772583,0,21599240583,24.6472,2.2737,0.6543,13.0801,
603993.SH,¬е—фов“µ,2023-05-24,5.1639,5.1344,5.2329,5.0851,5.1738,70000581,366765522,0.0099,0.1908,5.2395,0.3962,92745306060.75,N/A,113396013060.75,17665772583,0,21599240583,24.6942,2.278,0.6555,13.105,
603993.SH,¬е—фов“µ,2023-05-25,5.1738,5.1245,5.1442,5.026,5.0851,81432801,419496650,-0.0887,-1.7143,5.1514,0.461,91155386528.28,N/A,111452081408.28,17665772583,0,21599240583,24.2709,2.239,0.6443,12.8804,
603993.SH,¬е—фов“µ,2023-05-26,5.0851,5.0949,5.1738,5.0555,5.1738,49755097,258575516,0.0887,1.7442,5.197,0.2816,92745306060.75,N/A,113396013060.75,17665772583,0,21599240583,24.6942,2.278,0.6555,13.105,
603993.SH,¬е—фов“µ,2023-05-29,5.1738,5.2033,5.223,5.1442,5.1738,49279453,258718343,0,0,5.25,0.279,92745306060.75,N/A,113396013060.75,17665772583,0,21599240583,24.6942,2.278,0.6555,13.105,
603993.SH,¬е—фов“µ,2023-05-30,5.1738,5.1935,5.2033,5.0949,5.1738,49353800,257974329,0,0,5.227,0.2794,92745306060.75,N/A,113396013060.75,17665772583,0,21599240583,24.6942,2.278,0.6555,13.105,
603993.SH,¬е—фов“µ,2023-05-31,5.1738,5.1541,5.1738,5.0949,5.1639,60922146,317467175,-0.0099,-0.1905,5.211,0.3449,92568648334.92,N/A,113180020654.92,17665772583,0,21599240583,24.6472,2.2737,0.6543,13.0801,
603993.SH,¬е—фов“µ,2023-06-01,5.1639,5.1639,5.2723,5.0949,5.2132,96922325,513102830,0.0493,0.9542,5.294,0.5486,93451936964.07,N/A,114259982684.07,17665772583,0,21599240583,24.8824,2.2954,0.6605,13.2049,
603993.SH,¬е—фов“µ,2023-06-02,5.2132,5.2526,5.4103,5.2526,5.3906,153850761,837772623,0.1774,3.4026,5.4454,0.8709,96631776029.01,N/A,118147845989.01,17665772583,0,21599240583,25.729,2.3735,0.683,13.6542,
603993.SH,¬е—фов“µ,2023-06-05,5.3906,5.3906,5.4004,5.3117,5.361,68290060,371111168,-0.0296,-0.5484,5.4343,0.3866,96101802851.52,N/A,117499868771.52,17665772583,0,21599240583,25.5879,2.3605,0.6792,13.5793,
603993.SH,¬е—фов“µ,2023-06-06,5.361,5.3807,5.4497,5.292,5.3019,90122989,491924375,-0.0591,-1.1029,5.4584,0.5102,95041856496.54,N/A,116203914336.54,17665772583,0,21599240583,25.3057,2.3344,0.6717,13.4295,
603993.SH,¬е—фов“µ,2023-06-07,5.3019,5.3216,5.4103,5.2625,5.3117,62668942,338668324,0.0099,0.1859,5.4041,0.3547,95218514222.37,N/A,116419906742.37,17665772583,0,21599240583,25.3527,2.3388,0.673,13.4545,
603993.SH,¬е—фов“µ,2023-06-08,5.3117,5.292,5.3906,5.2822,5.3315,51736993,279731504,0.0197,0.3711,5.4068,0.2929,95571829674.03,N/A,116851891554.03,17665772583,0,21599240583,25.4468,2.3474,0.6755,13.5044,
603993.SH,¬е—фов“µ,2023-06-09,5.3315,5.3709,5.3807,5.3117,5.3216,67805147,367313310,-0.0099,-0.1848,5.4172,0.3838,95395171948.2,N/A,116635899148.2,17665772583,0,21599240583,25.3998,2.3431,0.6742,13.4795,
603993.SH,¬е—фов“µ,2023-06-12,5.3216,5.3216,5.3315,5.223,5.3117,92156517,493991638,-0.0099,-0.1852,5.3604,0.5217,95218514222.37,N/A,116419906742.37,17665772583,0,21599240583,25.3527,2.3388,0.673,13.4545,
603993.SH,¬е—фов“µ,2023-06-13,5.3117,5.292,5.3019,5.2526,5.292,51938528,278132483,-0.0197,-0.3711,5.355,0.294,94865198770.71,N/A,115987921930.71,17665772583,0,21599240583,25.2587,2.3301,0.6705,13.4046,
603993.SH,¬е—фов“µ,2023-06-14,5.292,5.361,5.5483,5.3512,5.43,227843795,1260222047,0.138,2.6071,5.5311,1.2897,97338406932.33,N/A,119011815612.33,17665772583,0,21599240583,25.9172,2.3908,0.688,13.754,
603993.SH,¬е—фов“µ,2023-06-15,5.43,5.4103,5.5187,5.3019,5.499,163493342,898807901,0.069,1.2704,5.4975,0.9255,98575011013.14,N/A,120523762453.14,17665772583,0,21599240583,26.2464,2.4212,0.6967,13.9288,
603993.SH,¬е—фов“µ,2023-06-16,5.499,5.499,5.5877,5.4596,5.5778,144411193,814065009,0.0788,1.4337,5.6371,0.8175,99988272819.78,N/A,122251701699.78,17665772583,0,21599240583,26.6227,2.4559,0.7067,14.1285,
603993.SH,¬е—фов“µ,2023-06-19,5.5778,5.568,5.5877,5.3709,5.4103,138185557,760978120,-0.1675,-3.0035,5.5069,0.7822,96985091480.67,N/A,118579830800.67,17665772583,0,21599240583,25.8231,2.3822,0.6855,13.7041,
603993.SH,¬е—фов“µ,2023-06-20,5.4103,5.4103,5.4891,5.361,5.4399,81937501,451448667,0.0296,0.5464,5.5097,0.4638,97515064658.16,N/A,119227808018.16,17665772583,0,21599240583,25.9642,2.3952,0.6892,13.779,
603993.SH,¬е—фов“µ,2023-06-21,5.4399,5.4201,5.4497,5.2526,5.2625,105839591,572180685,-0.1774,-3.2609,5.4061,0.5991,94335225593.22,N/A,115339944713.22,17665772583,0,21599240583,25.1176,2.3171,0.6667,13.3297,
603993.SH,¬е—фов“µ,2023-06-26,5.2625,5.2428,5.292,5.1442,5.1836,61122306,323362329,-0.0788,-1.4981,5.2904,0.346,92921963786.58,N/A,113612005466.58,17665772583,0,21599240583,24.7413,2.2824,0.6568,13.13,
603993.SH,¬е—фов“µ,2023-06-27,5.1836,5.1738,5.3413,5.1048,5.3019,109352162,579253225,0.1183,2.2814,5.2971,0.619,95041856496.54,N/A,116203914336.54,17665772583,0,21599240583,25.3057,2.3344,0.6717,13.4295,
603993.SH,¬е—фов“µ,2023-06-28,5.3019,5.2822,5.3413,5.2329,5.292,69543429,373006074,-0.0099,-0.1859,5.3636,0.3937,94865198770.71,N/A,115987921930.71,17665772583,0,21599240583,25.2587,2.3301,0.6705,13.4046,
603993.SH,¬е—фов“µ,2023-06-29,5.292,5.2822,5.3117,5.223,5.2329,77866876,415151858,-0.0591,-1.1173,5.3316,0.4408,93805252415.73,N/A,114691967495.73,17665772583,0,21599240583,24.9764,2.3041,0.663,13.2548,
603993.SH,¬е—фов“µ,2023-06-30,5.2329,5.2132,5.3019,5.2033,5.2526,56449978,301145790,0.0197,0.3766,5.3347,0.3195,94158567867.39,N/A,115123952307.39,17665772583,0,21599240583,25.0705,2.3127,0.6655,13.3047,
603993.SH,¬е—фов“µ,2023-07-03,5.2526,5.292,5.4891,5.2723,5.4793,153349673,847248721,0.2267,4.3152,5.5249,0.8681,98221695561.48,N/A,120091777641.48,17665772583,0,21599240583,26.1524,2.4125,0.6942,13.8789,
603993.SH,¬е—фов“µ,2023-07-04,5.4793,5.5088,5.5877,5.4004,5.4497,79645997,440269734,-0.0296,-0.5396,5.5278,0.4508,97691722383.99,N/A,119443800423.99,17665772583,0,21599240583,26.0112,2.3995,0.6905,13.804,
603993.SH,¬е—фов“µ,2023-07-05,5.4497,5.4201,5.5778,5.4103,5.5187,126017714,705888545,0.069,1.2658,5.6015,0.7133,98928326464.8,N/A,120955747264.8,17665772583,0,21599240583,26.3405,2.4299,0.6992,13.9787,
603993.SH,¬е—фов“µ,2023-07-06,5.5187,5.5187,5.5285,5.4004,5.43,84257615,464774465,-0.0887,-1.6071,5.5161,0.477,97338406932.33,N/A,119011815612.33,17665772583,0,21599240583,25.9172,2.3908,0.688,13.754,
603993.SH,¬е—фов“µ,2023-07-07,5.43,5.42,5.44,5.33,5.4,70718937,380424727,-0.03,-0.5525,5.3794,0.4003,95395171948.2,N/A,116635899148.2,17665772583,0,21599240583,25.3998,2.3431,0.6742,13.4795,
603993.SH,¬е—фов“µ,2023-07-10,5.4,5.43,5.51,5.42,5.47,68901285,376326725,0.07,1.2963,5.4618,0.39,96631776029.01,N/A,118147845989.01,17665772583,0,21599240583,25.729,2.3735,0.683,13.6542,
603993.SH,¬е—фов“µ,2023-07-11,5.47,5.47,5.54,5.41,5.53,75914485,416765833,0.06,1.0969,5.4899,0.4297,97691722383.99,N/A,119443800423.99,17665772583,0,21599240583,26.0112,2.3995,0.6905,13.804,
603993.SH,¬е—фов“µ,2023-07-12,5.53,5.53,5.58,5.5,5.52,87511855,484808373,-0.01,-0.1808,5.5399,0.4954,97515064658.16,N/A,119227808018.16,17665772583,0,21599240583,25.9642,2.3952,0.6892,13.779,
603993.SH,¬е—фов“µ,2023-07-13,5.52,5.63,5.85,5.61,5.8,232719092,1341426182,0.28,5.0725,5.7641,1.3173,102461480981.4,N/A,125275595381.4,17665772583,0,21599240583,27.2812,2.5167,0.7242,14.4779,
603993.SH,¬е—фов“µ,2023-07-14,5.8,5.88,5.97,5.81,5.84,138070994,809653568,0.04,0.6897,5.864,0.7816,103168111884.72,N/A,126139565004.72,17665772583,0,21599240583,27.4694,2.534,0.7292,14.5778,
603993.SH,¬е—фов“µ,2023-07-17,5.84,5.69,5.88,5.63,5.76,116316786,669224766,-0.08,-1.3699,5.7535,0.6584,101754850078.08,N/A,124411625758.08,17665772583,0,21599240583,27.0931,2.4993,0.7192,14.3781,
603993.SH,¬е—фов“µ,2023-07-18,5.76,5.74,5.81,5.71,5.75,70198497,403950432,-0.01,-0.1736,5.7544,0.3974,101578192352.25,N/A,124195633352.25,17665772583,0,21599240583,27.0461,2.495,0.7179,14.3531,
603993.SH,¬е—фов“µ,2023-07-19,5.75,5.86,5.91,5.79,5.85,133444098,779651412,0.1,1.7391,5.8425,0.7554,103344769610.55,N/A,126355557410.55,17665772583,0,21599240583,27.5164,2.5384,0.7304,14.6028,
603993.SH,¬е—фов“µ,2023-07-20,5.85,5.85,5.94,5.81,5.85,120384139,709824792,0,0,5.8963,0.6815,103344769610.55,N/A,126355557410.55,17665772583,0,21599240583,27.5164,2.5384,0.7304,14.6028,
603993.SH,¬е—фов“µ,2023-07-21,5.85,5.85,5.89,5.75,5.81,74056385,430893998,-0.04,-0.6838,5.8185,0.4192,102638138707.23,N/A,125491587787.23,17665772583,0,21599240583,27.3283,2.521,0.7254,14.5029,
603993.SH,¬е—фов“µ,2023-07-24,5.81,5.83,5.84,5.73,5.75,57231416,330204295,-0.06,-1.0327,5.7696,0.324,101578192352.25,N/A,124195633352.25,17665772583,0,21599240583,27.0461,2.495,0.7179,14.3531,
603993.SH,¬е—фов“µ,2023-07-25,5.75,5.88,6.15,5.88,5.98,147093905,878770343,0.23,4,5.9742,0.8326,105641320046.34,N/A,129163458686.34,17665772583,0,21599240583,28.1279,2.5948,0.7466,14.9273,
603993.SH,¬е—фов“µ,2023-07-26,5.98,6.01,6.08,5.95,6.03,85982783,517926815,0.05,0.8361,6.0236,0.4867,106524608675.49,N/A,130243420715.49,17665772583,0,21599240583,28.3631,2.6165,0.7529,15.0521,
603993.SH,¬е—фов“µ,2023-07-27,6.03,6.03,6.04,5.91,5.92,76854829,458047160,-0.11,-1.8242,5.9599,0.435,104581373691.36,N/A,127867504251.36,17665772583,0,21599240583,27.8457,2.5687,0.7392,14.7775,
603993.SH,¬е—фов“µ,2023-07-28,5.92,5.87,6.04,5.84,6.03,100883637,603075443,0.11,1.8581,5.9779,0.5711,106524608675.49,N/A,130243420715.49,17665772583,0,21599240583,28.3631,2.6165,0.7529,15.0521,
603993.SH,¬е—фов“µ,2023-07-31,6.03,6.12,6.28,6.08,6.17,157418281,975153033,0.14,2.3217,6.1947,0.8911,108997816837.11,N/A,133267314397.11,17665772583,0,21599240583,29.0216,2.6772,0.7704,15.4015,
603993.SH,¬е—фов“µ,2023-08-01,6.17,6.29,6.48,6.21,6.25,174587104,1107459439,0.08,1.2966,6.3433,0.9883,110411078643.75,N/A,134995253643.75,17665772583,0,21599240583,29.3979,2.7119,0.7804,15.6012,
603993.SH,¬е—фов“µ,2023-08-02,6.25,6.21,6.23,6.13,6.16,79832416,492903440,-0.09,-1.44,6.1742,0.4519,108821159111.28,N/A,133051321991.28,17665772583,0,21599240583,28.9746,2.6729,0.7691,15.3766,
603993.SH,¬е—фов“µ,2023-08-03,6.16,6.1,6.14,6.03,6.1,107166151,651916227,-0.06,-0.974,6.0832,0.6066,107761212756.3,N/A,131755367556.3,17665772583,0,21599240583,28.6923,2.6468,0.7616,15.2268,
603993.SH,¬е—фов“µ,2023-08-04,6.1,6.19,6.31,6.07,6.1,128975374,796167819,0,0,6.173,0.7301,107761212756.3,N/A,131755367556.3,17665772583,0,21599240583,28.6923,2.6468,0.7616,15.2268,
603993.SH,¬е—фов“µ,2023-08-07,6.1,6.09,6.13,6.03,6.11,50832633,309465876,0.01,0.1639,6.0879,0.2877,107937870482.13,N/A,131971359962.13,17665772583,0,21599240583,28.7394,2.6512,0.7629,15.2518,
603993.SH,¬е—фов“µ,2023-08-08,6.11,6.11,6.19,6.02,6.14,81744656,500365830,0.03,0.491,6.1211,0.4627,108467843659.62,N/A,132619337179.62,17665772583,0,21599240583,28.8805,2.6642,0.7666,15.3267,
603993.SH,¬е—фов“µ,2023-08-09,6.14,6.09,6.15,6.08,6.13,43658383,267076716,-0.01,-0.1629,6.1174,0.2471,108291185933.79,N/A,132403344773.79,17665772583,0,21599240583,28.8334,2.6599,0.7654,15.3017,
603993.SH,¬е—фов“µ,2023-08-10,6.13,6.12,6.16,6.05,6.09,52436217,319389300,-0.04,-0.6525,6.091,0.2968,107584555030.47,N/A,131539375150.47,17665772583,0,21599240583,28.6453,2.6425,0.7604,15.2018,
603993.SH,¬е—фов“µ,2023-08-11,6.09,6.09,6.13,5.92,5.95,91154932,546369372,-0.14,-2.2989,5.9939,0.516,105111346868.85,N/A,128515481468.85,17665772583,0,21599240583,27.9868,2.5818,0.7429,14.8524,
603993.SH,¬е—фов“µ,2023-08-14,5.95,5.88,5.91,5.77,5.87,82969812,485118058,-0.08,-1.3445,5.8469,0.4697,103698085062.21,N/A,126787542222.21,17665772583,0,21599240583,27.6105,2.547,0.7329,14.6527,
603993.SH,¬е—фов“µ,2023-08-15,5.87,5.88,5.92,5.74,5.84,62176455,361964934,-0.03,-0.5111,5.8216,0.352,103168111884.72,N/A,126139565004.72,17665772583,0,21599240583,27.4694,2.534,0.7292,14.5778,
603993.SH,¬е—фов“µ,2023-08-16,5.84,5.76,5.86,5.76,5.79,41325250,240366599,-0.05,-0.8562,5.8165,0.2339,102284823255.57,N/A,125059602975.57,17665772583,0,21599240583,27.2342,2.5123,0.7229,14.453,
603993.SH,¬е—фов“µ,2023-08-17,5.79,5.73,5.8,5.67,5.8,64707258,371023837,0.01,0.1727,5.7339,0.3663,102461480981.4,N/A,125275595381.4,17665772583,0,21599240583,27.2812,2.5167,0.7242,14.4779,
603993.SH,¬е—фов“µ,2023-08-18,5.8,5.84,5.84,5.67,5.67,53426459,306819979,-0.13,-2.2414,5.7428,0.3024,100164930545.61,N/A,122467694105.61,17665772583,0,21599240583,26.6698,2.4603,0.7079,14.1534,
603993.SH,¬е—фов“µ,2023-08-21,5.67,5.66,5.74,5.63,5.64,54594627,310328040,-0.03,-0.5291,5.6842,0.309,99634957368.12,N/A,121819716888.12,17665772583,0,21599240583,26.5287,2.4472,0.7042,14.0786,
603993.SH,¬е—фов“µ,2023-08-22,5.64,5.69,5.88,5.68,5.82,113643123,656414829,0.18,3.1915,5.7761,0.6433,102814796433.06,N/A,125707580193.06,17665772583,0,21599240583,27.3753,2.5253,0.7267,14.5279,
603993.SH,¬е—фов“µ,2023-08-23,5.82,5.83,5.83,5.69,5.69,86142882,494249353,-0.13,-2.2337,5.7376,0.4876,100518245997.27,N/A,122899678917.27,17665772583,0,21599240583,26.7638,2.4689,0.7104,14.2034,
603993.SH,¬е—фов“µ,2023-08-24,5.69,5.78,5.95,5.77,5.85,110831201,649421605,0.16,2.812,5.8596,0.6274,103344769610.55,N/A,126355557410.55,17665772583,0,21599240583,27.5164,2.5384,0.7304,14.6028,
603993.SH,¬е—фов“µ,2023-08-25,5.85,5.8,5.87,5.75,5.8,86689695,502732688,-0.05,-0.8547,5.7992,0.4907,102461480981.4,N/A,125275595381.4,17665772583,0,21599240583,27.2812,2.5167,0.7242,14.4779,
603993.SH,¬е—фов“µ,2023-08-28,5.8,6.05,6.09,5.7,5.73,142741803,832624885,-0.07,-1.2069,5.8331,0.808,101224876900.59,N/A,123763648540.59,17665772583,0,21599240583,47.1991,2.3902,0.7154,14.3032,
603993.SH,¬е—фов“µ,2023-08-29,5.73,5.76,5.84,5.63,5.77,112462975,646053697,0.04,0.6981,5.7446,0.6366,101931507803.91,N/A,124627618163.91,17665772583,0,21599240583,47.5286,2.4069,0.7204,14.4031,
603993.SH,¬е—фов“µ,2023-08-30,5.77,5.79,5.86,5.76,5.78,81948436,475622726,0.01,0.1733,5.8039,0.4639,102108165529.74,N/A,124843610569.74,17665772583,0,21599240583,47.611,2.411,0.7217,14.428,
603993.SH,¬е—фов“µ,2023-08-31,5.78,5.79,5.86,5.72,5.73,59730053,344339398,-0.05,-0.8651,5.7649,0.3381,101224876900.59,N/A,123763648540.59,17665772583,0,21599240583,47.1991,2.3902,0.7154,14.3032,
